Feedback_ID,Text,Topic,Channel,Sentiment
FB01846,Petugas bank ramah dan profesional,Card,Mobile App,positive
FB01796,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral
FB01130,Customer service lambat merespons keluhan saya,Customer Service,Email,negative
FB00566,Petugas bank ramah dan profesional,Savings,Mobile App,positive
FB01414,Aplikasi sulit digunakan dan sering logout,ATM,ATM,negative
FB01022,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive
FB01026,Petugas bank ramah dan profesional,Loan,Mobile App,positive
FB01412,Saya kecewa karena biaya administrasi terlalu tinggi,Card,Branch,negative
FB01896,Saya ingin informasi tentang produk tabungan,Savings,Mobile App,neutral
FB01586,Petugas bank ramah dan profesional,Loan,Mobile App,positive
FB01105,Saya suka fitur mobile banking yang lengkap,Savings,Email,positive
FB00206,Petugas bank ramah dan profesional,Customer Service,Mobile App,positive
FB00035,Saya tidak puas dengan pelayanan bank,ATM,Email,negative
FB00776,Saya ingin informasi tentang produk tabungan,Savings,Mobile App,neutral
FB00509,Transaksi saya gagal dan saldo belum kembali,Card,ATM,negative
FB01452,Saya kecewa karena biaya administrasi terlalu tinggi,Customer Service,Branch,negative
FB01479,Apa syarat pengajuan KPR,Transaction,ATM,neutral
FB01971,Proses pengajuan kredit terlalu lama,Loan,Mobile App,negative
FB01391,Proses pengajuan kredit terlalu lama,Card,Mobile App,negative
FB00092,Saya kecewa karena biaya administrasi terlalu tinggi,Mobile Banking,Branch,negative
FB01364,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive
FB00898,Saya ingin mengetahui limit kartu kredit,Transaction,Call Center,neutral
FB00565,Saya suka fitur mobile banking yang lengkap,Card,Email,positive
FB01370,Customer service lambat merespons keluhan saya,Card,Email,negative
FB00777,Bagaimana cara mengganti PIN kartu,ATM,Branch,neutral
FB00242,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive
FB00014,Aplikasi sulit digunakan dan sering logout,ATM,ATM,negative
FB00316,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral
FB00601,Saya sangat puas dengan layanan bank ini,Savings,Mobile App,positive
FB00388,Aplikasi banking sering error saat saya gunakan,Customer Service,Call Center,negative
FB01298,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
FB00167,Transfer berhasil tanpa masalah,Savings,Branch,positive
FB00841,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive
FB00021,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive
FB00647,Transfer berhasil tanpa masalah,Customer Service,Branch,positive
FB01843,Pelayanan customer service sangat cepat dan membantu,Transaction,Call Center,positive
FB01509,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative
FB01155,Saya tidak puas dengan pelayanan bank,ATM,Email,negative
FB01529,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative
FB00832,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative
FB01268,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative
FB01591,Proses pengajuan kredit terlalu lama,Transaction,Mobile App,negative
FB01900,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral
FB00563,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive
FB01952,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative
FB00687,Transfer berhasil tanpa masalah,Mobile Banking,Branch,positive
FB00958,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral
FB00190,Customer service lambat merespons keluhan saya,Mobile Banking,Email,negative
FB01807,Transfer berhasil tanpa masalah,Mobile Banking,Branch,positive
FB00976,Saya ingin informasi tentang produk tabungan,Customer Service,Mobile App,neutral
FB00700,Saya ingin mengetahui jam operasional cabang,ATM,Email,neutral
FB01500,Saya ingin mengetahui jam operasional cabang,Transaction,Email,neutral
FB01706,Petugas bank ramah dan profesional,Card,Mobile App,positive
FB00511,Proses pengajuan kredit terlalu lama,ATM,Mobile App,negative
FB01083,Pelayanan customer service sangat cepat dan membantu,Card,Call Center,positive
FB00475,Saya tidak puas dengan pelayanan bank,Savings,Email,negative
FB01585,Saya suka fitur mobile banking yang lengkap,Customer Service,Email,positive
FB00857,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral
FB00748,Aplikasi banking sering error saat saya gunakan,Savings,Call Center,negative
FB00253,ATM sering tidak bisa digunakan,Mobile Banking,Call Center,negative
FB00022,Aplikasi mobile banking sangat mudah digunakan,Mobile Banking,Branch,positive
FB01338,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral
FB00460,Saya ingin mengetahui jam operasional cabang,Card,Email,neutral
FB01185,Saya suka fitur mobile banking yang lengkap,Transaction,Email,positive
FB00277,Bagaimana cara mengganti PIN kartu,Loan,Branch,neutral
FB00956,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral
FB01216,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral
FB00386,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive
FB00806,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive
FB01438,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
FB01516,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral
FB00344,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive
FB00770,Customer service lambat merespons keluhan saya,ATM,Email,negative
FB01333,ATM sering tidak bisa digunakan,Customer Service,Call Center,negative
FB01686,Petugas bank ramah dan profesional,Savings,Mobile App,positive
FB00131,Proses pengajuan kredit terlalu lama,Card,Mobile App,negative
FB01688,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative
FB00872,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative
FB01124,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive
FB01397,Bagaimana cara mengganti PIN kartu,Loan,Branch,neutral
FB00088,Aplikasi banking sering error saat saya gunakan,Loan,Call Center,negative
FB01483,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive
FB00331,Proses pengajuan kredit terlalu lama,Transaction,Mobile App,negative
FB01239,Apa syarat pengajuan KPR,ATM,ATM,neutral
FB00467,Transfer berhasil tanpa masalah,Card,Branch,positive
FB00122,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive
FB01639,Apa syarat pengajuan KPR,Mobile Banking,ATM,neutral
FB01045,Saya suka fitur mobile banking yang lengkap,Transaction,Email,positive
FB01725,Saya suka fitur mobile banking yang lengkap,Customer Service,Email,positive
FB01096,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral
FB01131,Proses pengajuan kredit terlalu lama,Loan,Mobile App,negative
FB01295,Saya tidak puas dengan pelayanan bank,ATM,Email,negative
FB00861,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive
FB01460,Saya ingin mengetahui jam operasional cabang,Loan,Email,neutral
FB01127,Transfer berhasil tanpa masalah,ATM,Branch,positive
