Call_ID,Customer_ID,Agent_ID,Call_Date,Channel,Product,Intent,Sentiment,Duration_Sec,Hold_Sec,Transfer_Count,Resolution,CSAT,Transcript_Snippet,Word_Count,ASR_Confidence,Silence_Ratio,Agent_Talk_Ratio,Customer_Talk_Ratio,FCR,Sentiment_Score,QA_Score
CALL0000479,C000796,AG015,2026-03-01,Inbound Call,KTA,Information Request,Neutral,382,0,0,Resolved,4.0,Saya ingin menanyakan status pengajuan saya.,54,0.966,0.112,0.569,0.319,1,0.572,0.982
CALL0000480,C000131,AG027,2026-07-03,Inbound Call,Mobile Banking,Fraud Report,Negative,480,38,0,Unresolved,5.0,Saya tidak melakukan transaksi ini.,65,0.989,0.149,0.388,0.463,0,0.295,0.614
CALL0000481,C000346,AG031,2026-08-05,Outbound Call,Mobile Banking,Information Request,Neutral,453,114,0,Resolved,5.0,Saya ingin menanyakan status pengajuan saya.,63,1.0,0.053,0.631,0.316,1,0.497,0.942
CALL0000482,C000995,AG015,2026-03-10,Inbound Call,KPR,Transaction Issue,Neutral,702,0,0,Resolved,3.5,Saya ingin menanyakan status pengajuan saya.,94,1.0,0.133,0.463,0.404,1,0.461,0.995
CALL0000483,C000301,AG013,2026-07-04,Inbound Call,Credit Card,Complaint,Neutral,501,61,0,Resolved,4.7,Saya ingin menanyakan status pengajuan saya.,69,0.829,0.042,0.662,0.296,1,0.637,0.992
CALL0000484,C000956,AG032,2026-07-09,Inbound Call,KPR,Cancellation,Positive,659,64,0,Resolved,3.7,Penjelasannya jelas dan saya sangat terbantu.,88,0.858,0.091,0.373,0.536,1,0.728,0.97
CALL0000485,C000556,AG028,2026-05-01,Inbound Call,Savings,Product Inquiry,Neutral,355,44,2,Resolved,4.6,Saya ingin mengetahui cara melakukan transaksi ini.,51,1.0,0.0,0.653,0.347,0,0.595,0.453
CALL0000486,C000279,AG034,2026-06-01,Inbound Call,Debit Card,Cancellation,Neutral,287,213,0,Resolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.,43,0.991,0.092,0.372,0.536,1,0.521,0.982
CALL0000487,C000401,AG037,2026-03-06,Inbound Call,KTA,Complaint,Neutral,379,42,1,Follow-up,5.0,Saya ingin mengetahui cara melakukan transaksi ini.,54,0.943,0.08,0.786,0.134,0,0.646,0.513
CALL0000488,C000637,AG033,2026-08-11,Outbound Call,KTA,Transaction Issue,Negative,211,90,1,Resolved,3.7,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,35,0.932,0.186,0.366,0.448,0,0.132,0.582
CALL0000489,C000918,AG038,2026-08-24,Inbound Call,Savings,Information Request,Negative,507,23,0,Resolved,4.8,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,72,0.927,0.116,0.607,0.277,1,0.132,0.95
CALL0000490,C000727,AG017,2026-08-24,Inbound Call,Credit Card,Product Inquiry,Negative,351,94,0,Unresolved,2.6,Saya sudah menunggu lama dan masalah ini belum selesai.,53,0.814,0.129,0.437,0.434,0,0.268,0.407
CALL0000491,C001119,AG016,2026-06-26,Inbound Call,KPR,Cancellation,Neutral,299,113,0,Resolved,5.0,Saya ingin menanyakan status pengajuan saya.,43,0.884,0.118,0.566,0.316,1,0.41,0.958
CALL0000492,C001041,AG013,2026-01-11,Inbound Call,Credit Card,Information Request,Neutral,510,33,0,Resolved,4.0,Mohon informasi mengenai biaya dan ketentuan produk.,71,0.923,0.0,0.475,0.525,1,0.509,0.918
CALL0000493,C000904,AG010,2026-03-29,Inbound Call,Savings,Cancellation,Negative,214,62,0,Unresolved,4.0,Saya sudah menunggu lama dan masalah ini belum selesai.,36,0.887,0.0,0.349,0.651,0,0.324,0.6
CALL0000494,C000724,AG030,2026-04-17,Inbound Call,Savings,Product Inquiry,Neutral,559,16,1,Unresolved,2.5,Saya ingin menanyakan status pengajuan saya.,76,0.895,0.098,0.15,0.752,0,0.357,0.345
CALL0000495,C000348,AG029,2026-08-19,Inbound Call,Mobile Banking,Cancellation,Neutral,334,2,0,Follow-up,3.8,Saya ingin mengetahui cara melakukan transaksi ini.,49,1.0,0.139,0.781,0.1,0,0.532,0.524
CALL0000496,C000495,AG033,2026-05-12,Inbound Call,Mobile Banking,Complaint,Neutral,629,122,0,Unresolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.,86,0.915,0.104,0.489,0.407,0,0.597,0.593
CALL0000497,C000143,AG007,2026-05-09,Inbound Call,KTA,Payment Issue,Negative,349,35,0,Resolved,3.7,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,53,0.947,0.06,0.15,0.79,1,0.198,1.0
CALL0000498,C000449,AG020,2026-02-05,Inbound Call,General,Fraud Report,Neutral,534,0,0,Follow-up,4.6,Ada transaksi kartu yang bukan saya lakukan.,74,0.945,0.103,0.516,0.381,0,0.426,0.609
CALL0000499,C001111,AG009,2026-07-10,Inbound Call,General,Information Request,Neutral,452,162,0,Resolved,4.1,Saya ingin menanyakan status pengajuan saya.,62,0.965,0.097,0.563,0.34,1,0.479,1.0
CALL0000500,C000511,AG036,2026-03-22,Outbound Call,Credit Card,Information Request,Positive,554,21,0,Resolved,4.8,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",78,0.901,0.175,0.394,0.431,1,0.683,0.989
CALL0000501,C000137,AG011,2026-01-23,Inbound Call,General,Payment Issue,Neutral,440,51,1,Unresolved,4.2,Saya ingin menanyakan status pengajuan saya.,61,1.0,0.171,0.395,0.434,0,0.506,0.491
CALL0000502,C000782,AG006,2026-08-26,Outbound Call,KPR,Payment Issue,Neutral,121,155,0,Unresolved,3.4,Saya ingin mengetahui cara melakukan transaksi ini.,22,0.957,0.081,0.478,0.441,0,0.478,0.57
CALL0000503,C001155,AG023,2026-02-15,Outbound Call,KPR,Complaint,Neutral,602,57,1,Follow-up,4.1,Saya ingin mengetahui cara melakukan transaksi ini.,82,0.853,0.117,0.624,0.259,0,0.459,0.4
CALL0000504,C001041,AG036,2026-01-04,Inbound Call,Savings,Fraud Report,Neutral,404,56,1,Resolved,5.0,Ada transaksi kartu yang bukan saya lakukan.,57,0.924,0.139,0.492,0.369,0,0.537,0.433
CALL0000505,C000329,AG037,2026-01-19,Outbound Call,Credit Card,Cancellation,Negative,562,0,1,Unresolved,4.4,Saya kecewa karena transaksi saya bermasalah.,76,0.92,0.15,0.656,0.194,0,0.326,0.542
CALL0000506,C000545,AG004,2026-04-19,Inbound Call,KTA,Product Inquiry,Negative,544,0,0,Resolved,4.0,Saya kecewa karena transaksi saya bermasalah.,74,0.917,0.236,0.616,0.148,1,0.226,0.954
CALL0000507,C000637,AG014,2026-01-25,Inbound Call,KPR,Information Request,Neutral,281,56,1,Unresolved,5.0,Saya ingin menanyakan status pengajuan saya.,41,0.961,0.118,0.453,0.429,0,0.607,0.574
CALL0000508,C000298,AG007,2026-07-22,Inbound Call,Savings,Transaction Issue,Negative,255,85,1,Resolved,4.9,Saya sudah menunggu lama dan masalah ini belum selesai.,41,0.968,0.202,0.292,0.506,0,0.326,0.48
CALL0000509,C000323,AG013,2026-05-03,Inbound Call,Debit Card,Transaction Issue,Neutral,538,82,0,Resolved,4.7,Saya ingin menanyakan status pengajuan saya.,73,0.961,0.039,0.453,0.508,1,0.453,1.0
CALL0000510,C000284,AG022,2026-03-19,Inbound Call,General,Transaction Issue,Negative,365,39,0,Unresolved,4.3,Saya sudah menunggu lama dan masalah ini belum selesai.,55,0.95,0.075,0.543,0.382,0,0.222,0.596
CALL0000511,C001193,AG012,2026-01-01,Inbound Call,KPR,Payment Issue,Positive,589,66,1,Resolved,4.6,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",83,0.935,0.0,0.487,0.513,0,0.716,0.503
CALL0000512,C000895,AG003,2026-04-26,Inbound Call,Savings,Information Request,Neutral,388,0,0,Resolved,4.6,Mohon informasi mengenai biaya dan ketentuan produk.,55,0.801,0.131,0.556,0.313,1,0.381,0.955
CALL0000513,C001009,AG021,2026-02-06,Outbound Call,Savings,Product Inquiry,Neutral,604,90,0,Follow-up,2.4,Saya ingin mengetahui cara melakukan transaksi ini.,83,0.977,0.165,0.584,0.251,0,0.528,0.509
CALL0000514,C000980,AG003,2026-08-23,Inbound Call,KTA,Payment Issue,Positive,496,74,0,Resolved,4.3,Saya puas dengan solusi yang diberikan.,68,0.959,0.0,0.544,0.456,1,0.666,0.921
CALL0000515,C001151,AG010,2026-03-11,Inbound Call,Mobile Banking,Cancellation,Neutral,472,174,0,Resolved,3.9,Mohon informasi mengenai biaya dan ketentuan produk.,66,0.871,0.133,0.447,0.42,1,0.539,0.911
CALL0000516,C000127,AG001,2026-04-24,Inbound Call,General,Cancellation,Neutral,353,65,1,Resolved,3.7,Saya ingin menanyakan status pengajuan saya.,50,0.947,0.162,0.542,0.296,0,0.376,0.487
CALL0000517,C001058,AG004,2026-01-05,Inbound Call,KTA,Information Request,Neutral,462,13,0,Resolved,3.9,Mohon informasi mengenai biaya dan ketentuan produk.,65,0.969,0.158,0.748,0.1,1,0.514,0.929
CALL0000518,C000080,AG018,2026-02-01,Inbound Call,Credit Card,Complaint,Neutral,635,62,0,Resolved,2.9,Saya ingin menanyakan status pengajuan saya.,85,1.0,0.036,0.301,0.663,1,0.374,0.843
CALL0000519,C000571,AG035,2026-02-19,Inbound Call,General,Cancellation,Positive,410,47,0,Resolved,2.7,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",60,0.961,0.174,0.538,0.288,1,0.804,0.915
CALL0000520,C000713,AG031,2026-01-13,Inbound Call,General,Cancellation,Negative,516,89,0,Resolved,5.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,73,0.949,0.121,0.7,0.179,1,0.169,1.0
CALL0000521,C000430,AG004,2026-06-24,Inbound Call,KTA,Cancellation,Neutral,428,66,0,Resolved,4.4,Mohon informasi mengenai biaya dan ketentuan produk.,61,0.987,0.161,0.339,0.5,1,0.461,1.0
CALL0000522,C000176,AG002,2026-08-15,Outbound Call,Savings,Transaction Issue,Negative,442,0,0,Resolved,2.2,Saya kecewa karena transaksi saya bermasalah.,61,0.912,0.111,0.6,0.289,1,0.29,0.897
CALL0000523,C000231,AG014,2026-08-25,Inbound Call,General,Fraud Report,Neutral,730,0,1,Resolved,3.6,Saya tidak melakukan transaksi ini.,96,0.955,0.147,0.616,0.237,0,0.474,0.509
CALL0000524,C000989,AG027,2026-03-05,Inbound Call,Savings,Complaint,Positive,636,79,1,Resolved,4.7,Penjelasannya jelas dan saya sangat terbantu.,86,0.893,0.198,0.303,0.499,0,0.759,0.549
CALL0000525,C000383,AG030,2026-07-09,Inbound Call,Savings,Transaction Issue,Neutral,434,141,0,Follow-up,3.8,Mohon informasi mengenai biaya dan ketentuan produk.,61,0.997,0.106,0.565,0.329,0,0.484,0.555
CALL0000526,C000373,AG033,2026-05-01,Outbound Call,General,Fraud Report,Neutral,459,69,1,Resolved,5.0,Ada transaksi kartu yang bukan saya lakukan.,64,0.833,0.14,0.447,0.413,0,0.541,0.394
CALL0000527,C001108,AG014,2026-01-12,Inbound Call,Debit Card,Complaint,Positive,294,110,0,Resolved,4.8,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",46,0.979,0.207,0.473,0.32,1,0.833,1.0
CALL0000528,C000173,AG007,2026-01-22,Inbound Call,Savings,Complaint,Negative,389,121,0,Resolved,3.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,58,0.931,0.111,0.441,0.448,1,0.267,0.862
CALL0000529,C001098,AG002,2026-05-12,Inbound Call,KPR,Complaint,Neutral,476,80,0,Resolved,3.9,Saya ingin menanyakan status pengajuan saya.,66,0.988,0.041,0.638,0.321,1,0.463,0.897
CALL0000530,C001105,AG006,2026-04-12,Inbound Call,Savings,Information Request,Negative,573,20,1,Unresolved,3.7,Saya sudah menunggu lama dan masalah ini belum selesai.,81,0.883,0.167,0.467,0.366,0,0.297,0.403
CALL0000531,C000718,AG003,2026-01-03,Inbound Call,Mobile Banking,Payment Issue,Neutral,555,76,0,Resolved,3.0,Mohon informasi mengenai biaya dan ketentuan produk.,76,0.935,0.22,0.424,0.356,1,0.427,1.0
CALL0000532,C000199,AG035,2026-08-12,Inbound Call,KPR,Product Inquiry,Neutral,220,131,0,Resolved,3.0,Saya ingin mengetahui cara melakukan transaksi ini.,35,0.934,0.21,0.426,0.364,1,0.441,0.929
CALL0000533,C000187,AG011,2026-06-25,Inbound Call,Savings,Payment Issue,Neutral,596,94,0,Unresolved,3.4,Saya ingin menanyakan status pengajuan saya.,80,0.956,0.17,0.439,0.391,0,0.49,0.475
CALL0000534,C000342,AG033,2026-05-01,Inbound Call,Mobile Banking,Information Request,Negative,404,106,1,Resolved,3.6,Saya sudah menunggu lama dan masalah ini belum selesai.,59,0.867,0.0,0.35,0.65,0,0.284,0.417
CALL0000535,C000693,AG023,2026-08-25,Inbound Call,Credit Card,Product Inquiry,Neutral,242,40,1,Unresolved,4.3,Saya ingin menanyakan status pengajuan saya.,36,0.968,0.075,0.423,0.502,0,0.406,0.499
CALL0000536,C000185,AG022,2026-08-22,Inbound Call,Savings,Payment Issue,Positive,661,54,0,Resolved,4.8,Saya puas dengan solusi yang diberikan.,89,0.819,0.079,0.494,0.427,1,0.821,0.983
CALL0000537,C000547,AG019,2026-08-22,Outbound Call,Debit Card,Transaction Issue,Positive,683,58,0,Resolved,4.4,Saya puas dengan solusi yang diberikan.,91,0.89,0.123,0.529,0.348,1,0.746,0.968
CALL0000538,C000139,AG033,2026-03-04,Inbound Call,KPR,Product Inquiry,Neutral,467,62,0,Unresolved,4.6,Saya ingin mengetahui cara melakukan transaksi ini.,65,0.836,0.238,0.624,0.138,0,0.465,0.505
CALL0000539,C000648,AG002,2026-07-31,Inbound Call,Savings,Product Inquiry,Negative,548,129,1,Resolved,3.9,Saya sudah menunggu lama dan masalah ini belum selesai.,77,0.98,0.044,0.509,0.447,0,0.288,0.501
CALL0000540,C000026,AG004,2026-05-02,Inbound Call,Mobile Banking,Cancellation,Negative,558,0,0,Resolved,4.5,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,79,0.954,0.277,0.423,0.3,1,0.136,0.94
CALL0000541,C000851,AG017,2026-06-24,Outbound Call,Credit Card,Payment Issue,Negative,671,67,1,Follow-up,3.9,Saya sudah menunggu lama dan masalah ini belum selesai.,93,0.957,0.093,0.359,0.548,0,0.383,0.533
CALL0000542,C000067,AG016,2026-07-26,Inbound Call,Mobile Banking,Product Inquiry,Negative,551,61,0,Resolved,3.7,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,78,1.0,0.066,0.515,0.419,1,0.186,0.951
CALL0000543,C000234,AG022,2026-02-09,Outbound Call,KPR,Product Inquiry,Negative,181,0,0,Unresolved,5.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,32,0.911,0.179,0.466,0.355,0,0.212,0.544
CALL0000544,C000210,AG030,2026-04-18,Inbound Call,KTA,Payment Issue,Neutral,782,102,0,Resolved,2.3,Saya ingin mengetahui cara melakukan transaksi ini.,105,0.967,0.185,0.47,0.345,1,0.623,0.92
CALL0000545,C000997,AG024,2026-01-31,Inbound Call,Mobile Banking,Product Inquiry,Neutral,612,25,1,Resolved,2.6,Saya ingin mengetahui cara melakukan transaksi ini.,83,0.934,0.165,0.512,0.323,0,0.514,0.443
CALL0000546,C000065,AG011,2026-03-09,Inbound Call,Credit Card,Transaction Issue,Positive,328,45,0,Unresolved,4.3,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",50,0.925,0.066,0.542,0.392,0,0.845,0.533
CALL0000547,C000515,AG014,2026-04-10,Inbound Call,Credit Card,Product Inquiry,Neutral,235,167,0,Resolved,3.9,Mohon informasi mengenai biaya dan ketentuan produk.,36,1.0,0.155,0.512,0.333,1,0.344,0.993
CALL0000548,C000709,AG031,2026-07-25,Outbound Call,Savings,Fraud Report,Neutral,511,121,0,Resolved,3.0,Ada transaksi kartu yang bukan saya lakukan.,71,1.0,0.048,0.46,0.492,1,0.465,0.951
CALL0000549,C000619,AG009,2026-07-27,Outbound Call,General,Information Request,Neutral,370,97,0,Unresolved,3.3,Mohon informasi mengenai biaya dan ketentuan produk.,53,0.904,0.064,0.384,0.552,0,0.532,0.573
CALL0000550,C000817,AG021,2026-04-04,Inbound Call,Credit Card,Fraud Report,Negative,479,86,0,Resolved,3.4,Ada transaksi kartu yang bukan saya lakukan.,67,0.98,0.113,0.406,0.481,1,0.287,0.968
CALL0000551,C000963,AG022,2026-03-21,Outbound Call,Debit Card,Product Inquiry,Negative,554,56,1,Resolved,4.7,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,78,0.949,0.063,0.582,0.355,0,0.262,0.5
CALL0000552,C000472,AG031,2026-05-08,Inbound Call,Credit Card,Payment Issue,Neutral,318,175,0,Unresolved,5.0,Saya ingin menanyakan status pengajuan saya.,46,0.95,0.194,0.429,0.377,0,0.554,0.505
CALL0000553,C000994,AG029,2026-08-07,Inbound Call,Savings,Product Inquiry,Negative,219,109,0,Resolved,5.0,Saya sudah menunggu lama dan masalah ini belum selesai.,36,0.945,0.08,0.318,0.602,1,0.285,0.998
CALL0000554,C000382,AG019,2026-08-23,Inbound Call,Savings,Information Request,Neutral,489,24,0,Resolved,2.9,Saya ingin mengetahui cara melakukan transaksi ini.,68,0.91,0.105,0.619,0.276,1,0.538,0.915
CALL0000555,C001181,AG013,2026-02-24,Inbound Call,Savings,Payment Issue,Positive,324,0,0,Unresolved,3.0,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",49,0.715,0.058,0.367,0.575,0,0.579,0.466
CALL0000556,C000605,AG015,2026-02-14,Outbound Call,Credit Card,Product Inquiry,Neutral,446,96,0,Resolved,3.0,Saya ingin mengetahui cara melakukan transaksi ini.,63,1.0,0.193,0.484,0.323,1,0.615,0.769
CALL0000557,C000883,AG017,2026-06-19,Inbound Call,Debit Card,Transaction Issue,Neutral,178,62,1,Follow-up,5.0,Mohon informasi mengenai biaya dan ketentuan produk.,29,0.888,0.073,0.539,0.388,0,0.433,0.545
CALL0000558,C001050,AG009,2026-03-14,Inbound Call,KPR,Cancellation,Neutral,375,0,0,Unresolved,4.4,Saya ingin mengetahui cara melakukan transaksi ini.,54,0.916,0.2,0.48,0.32,0,0.525,0.514
CALL0000559,C000951,AG026,2026-02-17,Inbound Call,Debit Card,Transaction Issue,Neutral,549,89,0,Resolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.,76,0.917,0.195,0.183,0.622,1,0.514,0.982
CALL0000560,C001021,AG009,2026-01-08,Inbound Call,Mobile Banking,Transaction Issue,Positive,529,50,1,Resolved,4.2,Penjelasannya jelas dan saya sangat terbantu.,72,0.883,0.089,0.527,0.384,0,0.754,0.563
CALL0000561,C000644,AG026,2026-04-07,Inbound Call,Savings,Cancellation,Neutral,278,94,0,Follow-up,4.0,Saya ingin mengetahui cara melakukan transaksi ini.,42,0.944,0.122,0.639,0.239,0,0.412,0.536
CALL0000562,C000053,AG031,2026-04-05,Inbound Call,KTA,Payment Issue,Negative,210,89,0,Follow-up,3.2,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,35,0.927,0.087,0.574,0.339,0,0.045,0.535
CALL0000563,C000592,AG039,2026-05-16,Inbound Call,Mobile Banking,Fraud Report,Positive,423,32,0,Resolved,4.4,Saya ingin melaporkan transaksi yang mencurigakan.,59,0.887,0.158,0.225,0.617,1,0.67,0.955
CALL0000564,C000218,AG005,2026-02-18,Inbound Call,General,Transaction Issue,Neutral,521,100,0,Resolved,3.9,Mohon informasi mengenai biaya dan ketentuan produk.,72,0.939,0.106,0.735,0.159,1,0.566,0.97
CALL0000565,C001067,AG031,2026-06-21,Inbound Call,General,Payment Issue,Neutral,493,38,0,Resolved,3.1,Saya ingin mengetahui cara melakukan transaksi ini.,69,0.928,0.091,0.321,0.588,1,0.384,0.915
CALL0000566,C000284,AG004,2026-06-13,Inbound Call,General,Information Request,Neutral,328,41,0,Unresolved,4.5,Mohon informasi mengenai biaya dan ketentuan produk.,48,0.986,0.123,0.351,0.526,0,0.43,0.551
CALL0000567,C000274,AG014,2026-04-21,Inbound Call,KPR,Cancellation,Neutral,474,36,0,Follow-up,3.7,Saya ingin mengetahui cara melakukan transaksi ini.,66,0.85,0.009,0.574,0.417,0,0.533,0.473
CALL0000568,C000300,AG008,2026-02-13,Inbound Call,Mobile Banking,Product Inquiry,Positive,690,127,1,Unresolved,4.2,Penjelasannya jelas dan saya sangat terbantu.,92,0.882,0.115,0.534,0.351,0,0.668,0.557
CALL0000569,C000771,AG007,2026-05-02,Outbound Call,KTA,Cancellation,Neutral,457,50,0,Resolved,4.0,Saya ingin menanyakan status pengajuan saya.,63,0.974,0.165,0.49,0.345,1,0.457,0.977
CALL0000570,C000685,AG008,2026-06-11,Inbound Call,General,Transaction Issue,Neutral,126,140,1,Follow-up,4.7,Saya ingin mengetahui cara melakukan transaksi ini.,23,0.892,0.13,0.412,0.458,0,0.507,0.541
CALL0000571,C001138,AG002,2026-03-31,Outbound Call,General,Cancellation,Neutral,457,163,0,Resolved,4.2,Saya ingin menanyakan status pengajuan saya.,63,0.876,0.187,0.64,0.173,1,0.523,0.963
CALL0000572,C000500,AG033,2026-03-05,Inbound Call,General,Complaint,Neutral,788,24,0,Resolved,3.4,Mohon informasi mengenai biaya dan ketentuan produk.,105,0.895,0.094,0.475,0.431,1,0.416,0.964
CALL0000573,C000339,AG003,2026-05-02,Inbound Call,KPR,Cancellation,Neutral,188,0,0,Resolved,4.3,Saya ingin mengetahui cara melakukan transaksi ini.,31,0.924,0.088,0.292,0.62,1,0.511,0.912
CALL0000574,C000060,AG016,2026-03-27,Inbound Call,KTA,Complaint,Neutral,425,122,0,Resolved,4.3,Saya ingin mengetahui cara melakukan transaksi ini.,60,0.924,0.042,0.628,0.33,1,0.532,0.961
CALL0000575,C000009,AG028,2026-04-07,Inbound Call,Mobile Banking,Product Inquiry,Neutral,379,46,0,Resolved,4.4,Saya ingin mengetahui cara melakukan transaksi ini.,54,0.917,0.092,0.506,0.402,1,0.398,0.985
CALL0000576,C000448,AG040,2026-03-25,Outbound Call,Debit Card,Information Request,Neutral,437,17,1,Resolved,4.8,Mohon informasi mengenai biaya dan ketentuan produk.,62,0.868,0.258,0.614,0.128,0,0.517,0.564
CALL0000577,C001111,AG035,2026-03-14,Inbound Call,KTA,Payment Issue,Positive,455,33,0,Resolved,3.6,Saya puas dengan solusi yang diberikan.,63,0.976,0.139,0.549,0.312,1,0.693,1.0
CALL0000578,C000628,AG006,2026-06-22,Inbound Call,Credit Card,Cancellation,Neutral,625,42,0,Unresolved,4.6,Saya ingin menanyakan status pengajuan saya.,84,1.0,0.079,0.767,0.154,0,0.51,0.604
CALL0000579,C001072,AG040,2026-04-21,Inbound Call,Credit Card,Complaint,Neutral,435,136,0,Resolved,2.8,Saya ingin mengetahui cara melakukan transaksi ini.,61,0.815,0.05,0.443,0.507,1,0.558,0.842
CALL0000580,C000122,AG027,2026-04-22,Inbound Call,Mobile Banking,Payment Issue,Positive,650,74,0,Resolved,4.0,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",90,0.837,0.008,0.482,0.51,1,0.736,0.868
CALL0000581,C000112,AG008,2026-06-06,Inbound Call,Savings,Information Request,Positive,399,136,0,Resolved,3.8,Saya puas dengan solusi yang diberikan.,56,0.99,0.062,0.566,0.372,1,0.823,0.905
CALL0000582,C001000,AG018,2026-03-28,Inbound Call,Savings,Fraud Report,Neutral,357,92,0,Resolved,5.0,Saya ingin melaporkan transaksi yang mencurigakan.,51,1.0,0.173,0.444,0.383,1,0.563,0.961
CALL0000583,C000128,AG037,2026-01-25,Inbound Call,Debit Card,Complaint,Neutral,300,48,0,Resolved,3.9,Mohon informasi mengenai biaya dan ketentuan produk.,45,0.802,0.09,0.576,0.334,1,0.573,0.771
CALL0000584,C000063,AG016,2026-07-24,Inbound Call,Credit Card,Complaint,Negative,93,44,1,Resolved,4.5,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,21,0.979,0.053,0.15,0.797,0,0.232,0.475
CALL0000585,C000485,AG008,2026-01-14,Inbound Call,Debit Card,Information Request,Negative,470,96,0,Resolved,2.7,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,68,1.0,0.061,0.471,0.468,1,0.288,0.944
CALL0000586,C001109,AG036,2026-05-18,Inbound Call,KPR,Fraud Report,Negative,790,110,0,Resolved,3.8,Saya tidak melakukan transaksi ini.,104,0.878,0.165,0.468,0.367,1,0.231,0.931
